DERon,-0.0016992425344033108,-0.02957459307015415,0.015379578434254654,0.015858532977965297,-0.0005757715158051724,-0.03678888364156046,-0.036761643383615594,-0.03675922980375435,-0.0037012752993214235,-0.0018525413744391699,0.007692609058282869,-0.004231340395715051,0.006783842791808638,-0.018381441374894166,0.005951807335582998,-0.003371357519735284,-0.01839287886524926,-0.01838271047382477,-0.006425188635273116,-0.01801382706513323,-0.008354923279021022,-0.0017211943659240206,-0.09687387669276723,-0.03777163655967524,0.04449468026678733
pv1_PFChange,-84.56523422477488,-0.030652889483108084,0.013861464084000545,0.01433928904930508,-0.0011804105701357912,-0.037894848890846336,-0.037867082456965365,-0.03786460403997807,-0.004603949133819697,-0.0023040402974593235,0.006933306299873038,-0.0046648080437116735,0.006026053629017951,-0.018934165273656618,0.00519564301936316,-0.0038032755129470386,-0.0189456298481482,-0.018935446926386247,-0.007128627381750448,-0.020593152940706204,-0.01104889032364008,-0.0035330957555925126,-0.10015819260092758,-0.04197688132382609,0.039948873974961316
pv1_off,-0.0,-0.029436849970164984,0.015353776236021075,0.015833667409520785,-0.00031691364491780405,-0.036692191761698266,-0.03666488580137593,-0.03666246655613395,-0.0033553937970755214,-0.0016795520873547503,0.007679873645495718,-0.004089364117173318,0.006772531935623192,-0.018333047199404973,0.005944244961785443,-0.0032229750113765476,-0.01834452484736539,-0.018334319671582305,-0.006402782554141595,-0.01710426920677128,-0.0072747799282624325,-0.0009455171343142866,-0.09650889843084223,-0.03763246538631938,0.04441309468419422
pv2_PFChange,-0.004578966876732011,-28.21928647156919,0.012700936523264319,0.013179392790105339,-0.001536032561769389,-0.0386509456741951,-0.038622686925165906,-0.03862015097954827,-0.005119796932511235,-0.002562071560455479,0.006352905804366856,-0.0049376555714943605,0.005445071941805509,-0.019311964709581842,0.004615240993845873,-0.004073213311946347,-0.019323486338867043,-0.0193132594744593,-0.0076589586318887085,-0.02220105883814904,-0.01258895168046729,-0.0045985984699036635,-0.10236385411647643,-0.0451444969289405,0.03646814191189333
pv2_off,-0.001019422901372309,-0.0,0.015100895517529352,0.015580788226314325,-0.00034905055111630645,-0.036868516036274744,-0.03684109832736612,-0.036838665163815676,-0.003425494107123086,-0.0017146178015727855,0.007553420982849275,-0.004122768196063589,0.006646496873709111,-0.01842114812771433,0.005819052550441484,-0.003256080269481572,-0.01843263940023462,-0.018422423741863894,-0.006515635058859516,-0.01730117168075958,-0.00748128936181456,-0.001041814812888333,-0.09701812782767956,-0.03830648242479219,0.043654967155936905
pv3_PFChange,-0.0032409489366873457,-0.030626575087442688,-28.13734410604021,0.01432589178066337,-0.00108983725386679,-0.037891012479685744,-0.037863235964590784,-0.037860756360303637,-0.004482014126373542,-0.0022430482660774943,0.006925387916721775,-0.004617348321055033,0.006022596818394049,-0.018932237762682234,0.00519663057987691,-0.0037534356796932117,-0.018943727105149265,-0.018933521811763058,-0.007119440862253214,-0.02028808073169421,-0.010671645174450533,-0.0032616987362271174,-0.1001057310878823,-0.0419183818105048,0.03991018263724982
pv3_off,-0.0017827750685537468,-0.030446233345006478,-0.0,0.013581157258484381,-0.0006036059851903702,-0.03780919598040782,-0.037780969998366346,-0.03777844028979052,-0.0038326872603829543,-0.0019183064699464013,0.006550804440150387,-0.0043394137115865304,0.005659033711541269,-0.01889103019182403,0.0048496031483227856,-0.0034663687565989676,-0.01890259963588869,-0.01889232505327618,-0.007293693394117327,-0.018536440184190723,-0.008658232873996894,-0.0018045891194960859,-0.09969141807818596,-0.0429429640419803,0.03766880036448129
pv4_PFChange,-0.0032086660167697117,-0.030601216160330295,0.013902902663059649,-28.1369565328265,-0.0010790750453361397,-0.037863866948313445,-0.03783608729324078,-0.03783360706463282,-0.00446437593385599,-0.002234225395064641,0.006954078657029641,-0.004606362088675269,0.006050722472934467,-0.018918659207117345,0.005225256158109914,-0.003742807041930064,-0.018930145561957032,-0.01891994305539265,-0.007093793159501729,-0.02022526351904162,-0.01062031646471587,-0.00322944624576121,-0.10002741244826757,-0.04176503076544395,0.04007688548229271
pv4_off,-0.0017823022462034714,-0.03044584730925817,0.013105036628203379,-0.0,-0.000603448424504677,-0.037808768868886546,-0.03778053986544728,-0.037778009740073684,-0.0038322665525975025,-0.0019180959930808967,0.006555468136125456,-0.004338937392855769,0.005661314294197837,-0.018890814352142116,0.004851902747790519,-0.0034659227239435494,-0.018902383547761928,-0.018892109245812208,-0.007292168294019575,-0.018533814276845077,-0.008657096950348204,-0.001804117111096275,-0.0996902576085813,-0.04293381944012435,0.03768250103064565
pv5_PFChange,-0.0036187677746202097,-0.03078805126415864,0.013534114328811483,0.014012307598019106,-28.18846810500644,-0.03805059071259347,-0.03802256198203213,-0.03802005449152421,-0.004652649196717902,-0.002328415923890134,0.006769641971714009,-0.004701266412661426,0.005863379330113275,-0.01901188707672918,0.005035488698826157,-0.0038384504462555926,-0.019023377701201754,-0.019013174356531635,-0.007262511071032349,-0.02079924710515479,-0.011193379241063667,-0.003639976148529968,-0.10059088377203079,-0.04277445441762757,0.03896602917612108
