DERon,-174.59692968571588,-58.20494938245892,-58.12104247802018,-58.121253983999296,-58.19898228625102,-58.207399519021436,-58.20740339900209,-58.20740253301474,-58.20289361456926,-29.101447878995653,-29.060525941206954,-29.10017922670243,-29.060114614472187,-29.103698923028013,-29.059807002964867,-29.099683936226906,-29.103704392675183,-29.103699748211216,-29.067861769438107,-174.59715084131795,-174.60530007032142,-174.59694935865895,-174.61636797821035,-174.4079235234471,-174.36231917171983
pv1_PFChange,-158.89701129982427,-58.205960353244585,-58.12301027062914,-58.12322334582367,-58.199590351503694,-58.20843843078302,-58.20844239749143,-58.20844153274552,-58.203909671455854,-29.101955973217343,-29.061509875735727,-29.10086989646338,-29.061093449987567,-29.104218432678046,-29.0607795668879,-29.100362548743416,-29.10422388599152,-29.10421925213075,-29.068612784185127,-174.6011789905643,-174.60802991124683,-174.59877272827384,-174.61943757145997,-174.412421316598,-174.36821120438785
pv1_off,0.0,-58.20464116205652,-58.11969298698118,-58.119902440285685,-58.19869813938806,-58.20711236985253,-58.207116332293054,-58.2071154704037,-58.2024894826231,-29.101245796619143,-29.05985106318445,-29.099907095030137,-29.059440558299055,-29.103555380459085,-29.059130603451273,-29.09940519018911,-29.103560916753032,-29.10355621462945,-29.067384669984257,-174.59545869009187,-174.604180271909,-174.5960974013218,-174.61545533319727,-174.4050661930995,-174.3582819972444
pv2_PFChange,-174.5997768122881,-52.95740748860352,-58.12386321681384,-58.12407804687582,-58.19992893852688,-58.209099436663486,-58.20910346453341,-58.20910259604455,-58.20451096348258,-29.102256669809616,-29.061936382672968,-29.10125576008944,-29.06151401532135,-29.1045489628548,-29.061192862174998,-29.100737807649573,-29.104554425505246,-29.104549781692945,-29.06894991777635,-174.60339629190534,-174.60963174502837,-174.59978786516496,-174.62136175394238,-174.414438084009,-174.37075936559765
pv2_off,-174.59617584402577,0.0,-58.11972309475155,-58.1199323795781,-58.19873198484843,-58.20723053736687,-58.2072345419045,-58.207233682716925,-58.202562895930015,-29.10128250957408,-29.05986610984873,-29.09995427738305,-29.059455470071757,-29.103614489343876,-29.059144996848964,-29.09945120464247,-29.103620036700143,-29.10361532411543,-29.0674058250381,-174.59573049813056,-174.60436842308593,-174.59619887905896,-174.61579082454398,-174.40519218265698,-174.3583725091926
pv3_PFChange,-174.59850652937772,-58.205802034118626,-52.90265147030574,-58.122571539303195,-58.19950683871628,-58.20827399883612,-58.20827801988889,-58.20827715949331,-58.203756996469124,-29.101879624939155,-29.06118323482212,-29.100756075495344,-29.060771676334515,-29.104136243155686,-29.060460994430628,-29.10024866852675,-29.104141708462613,-29.10413706435498,-29.06838756929564,-174.6004969079678,-174.60763533638382,-174.59852233941945,-174.6189485413394,-174.4110753072998,-174.3662658874784
pv3_off,-174.59676623075137,-58.2054034174107,0.0,-58.12002578101568,-58.19892852709974,-58.20795970050149,-58.20796379733392,-58.20796292483948,-58.203003988487,-29.10150310198197,-29.059913522957064,-29.10021710444245,-29.05948629581836,-29.103979083257872,-29.05915439737281,-29.099698822287078,-29.103984693389652,-29.103979926791336,-29.067491788456483,-174.59716390999742,-174.60551629814498,-174.59678817416707,-174.61783836458244,-174.40570117642312,-174.35863642889151
pv4_PFChange,-174.59847421144818,-58.20578190742269,-58.12234763677416,-52.90309095466866,-58.199496088607596,-58.20825244060162,-58.20825644833772,-58.20825558574614,-58.203736130330164,-29.101869190026804,-29.061178539424237,-29.100740769438513,-29.060765576364695,-29.104125452653577,-29.060454424875427,-29.100234175080885,-29.104130914952627,-29.10412627408914,-29.0683794409007,-174.60041211753983,-174.60758118195955,-174.59849010176802,-174.61888716983563,-174.41102654545833,-174.36623117840668
pv4_off,-174.59676582713297,-58.20540357123091,-58.119817345283074,0.0,-58.1989283939681,-58.207959886652674,-58.20796398243431,-58.20796310966255,-58.20300351423547,-29.101502864824088,-29.05991311490635,-29.10021679684884,-29.059487048002513,-29.103979175227618,-29.05915500309927,-29.099698543717587,-29.103984785181726,-29.10398001880787,-29.067492061268304,-174.5971622813683,-174.60551513453248,-174.59678777493457,-174.61783893057816,-174.40570279154812,-174.3586415443154
pv5_PFChange,-174.5988433612928,-58.206099759109854,-58.12294121269265,-58.123155308670796,-52.965676985146914,-58.208596662334394,-58.20860058741974,-58.20859970819494,-58.20399518033857,-29.10199874379964,-29.061475330904525,-29.100926819882332,-29.061054168537623,-29.104297497252688,-29.060733592680325,-29.100414563516264,-29.104302966573606,-29.104298320989045,-29.06859538851712,-174.6014744380128,-174.60822929600639,-174.59885464021278,-174.61987673320928,-174.4123155201292,-174.3679996243676
