-0.002,0.979998
-0.001,0.979998
0,0.979998
0.001,0.979998
0.002,0.979998
0.003,0.979998
0.004,0.979998
0.005,0.979998
0.006,0.979998
0.007,0.979998
0.008,0.979998
0.009,0.979998
0.01,0.979998
0.011,0.979998
0.012,0.979998
0.013,0.979998
0.014,0.979998
0.015,0.979998
0.016,0.979998
0.017,0.979998
0.018,0.979998
0.019,0.979998
0.02,0.979998
0.021,0.979998
0.022,0.979998
0.023,0.979998
0.024,0.979998
0.025,0.979998
0.026,0.979998
0.027,0.979998
0.028,0.979998
0.029,0.979998
0.03,0.979998
0.031,0.979998
0.032,0.979998
0.033,0.979998
0.034,0.979998
0.035,0.979998
0.036,0.979998
0.037,0.979998
0.038,0.979998
0.039,0.979998
0.04,0.979998
0.041,0.979998
0.042,0.979998
0.043,0.979998
0.044,0.979998
0.045,0.979998
0.046,0.979998
0.047,0.979998
0.048,0.979998
0.049,0.979998
0.05,0.979998
0.051,0.979998
0.052,0.979998
0.053,0.979998
0.054,0.979998
0.055,0.979998
0.056,0.979998
0.057,0.979998
0.058,0.979998
0.059,0.979998
0.06,0.979998
0.061,0.979998
0.062,0.979998
0.0629999,0.979998
0.064,0.979998
0.065,0.979998
0.066,0.979998
0.067,0.979998
0.068,0.979998
0.069,0.979998
0.07,0.979998
0.071,0.979998
0.072,0.979998
0.073,0.979998
0.074,0.979998
0.075,0.979998
0.076,0.979998
0.077,0.979998
0.078,0.979998
0.079,0.979998
0.08,0.979998
0.081,0.979998
0.082,0.979998
0.083,0.979998
0.084,0.979998
0.085,0.979998
0.086,0.979998
0.087,0.979998
0.088,0.979998
0.089,0.979998
0.09,0.979998
0.091,0.979998
0.092,0.979998
0.093,0.979998
0.094,0.979998
0.095,0.979998
0.096,0.979998
0.097,0.979998
0.098,0.979998
0.099,0.979998
0.1,0.979998
0.101,0.979998
0.102,0.979998
0.103,0.979998
0.104,0.979998
0.105,0.979998
0.106,0.979998
0.107,0.979998
0.108,0.979998
0.109,0.979998
0.11,0.979998
0.111,0.979998
0.112,0.979998
0.113,0.979998
0.114,0.979998
0.115,0.979998
0.116,0.979998
0.117,0.979998
0.118,0.979998
0.119,0.979998
0.12,0.979998
0.121,0.979998
0.122,0.979998
0.123,0.979998
0.124,0.979998
0.125,0.979998
0.126,0.979998
0.127,0.979998
0.128,0.979998
0.129,0.979998
0.13,0.979998
0.131,0.979998
0.132,0.979998
0.133,0.979998
0.134,0.979998
0.135,0.979998
0.136,0.979998
0.137,0.979998
0.138,0.979998
0.139,0.979998
0.14,0.979998
0.141,0.979998
0.142,0.979998
0.143,0.979998
0.144,0.979998
0.145,0.979998
0.146,0.979998
0.147,0.979998
0.148,0.979998
0.149,0.979998
